Frame,Tipo_objeto,Confianza,ID_Tracking,x1,y1,x2,y2,Matrícula,Confianza_Matrícula,mx1,my1,mx2,my2,Texto_Matrícula
2616,car,0.84,83,1208,315,1454,501,M1965K88,0.24,95,150,167,170,M1965K88
2617,car,0.86,83,1210,316,1462,505,J4965KBR,0.95,99,153,171,174,J4965KBR
2618,car,0.87,83,1209,316,1471,513,L4965KBR1,0.14,104,158,182,177,L4965KBR1
2619,car,0.87,83,1208,316,1480,521,EM965KBPJ,0.46,111,162,190,182,EM965KBPJ
2620,car,0.87,83,1209,317,1490,527,965KBB,0.34,121,166,199,187,965KBB
2621,car,0.87,83,1209,317,1501,532,B11965KBR,0.44,126,171,207,192,B11965KBR
2622,car,0.86,83,1210,317,1512,538,M965KBPI,0.44,134,176,218,198,M965KBPI
2622,car,0.81,90,1576,320,1918,514,4573767,0.54,256,90,318,103,4573767
2623,car,0.88,83,1211,316,1523,543,EM65KBR,0.31,138,183,230,206,EM65KBR
2623,car,0.87,90,1568,319,1918,511,0738757,0.07,250,87,307,101,0738757
2624,car,0.88,83,1212,319,1538,550,B1965KBB,0.23,150,186,238,210,B1965KBB
2624,car,0.87,90,1561,320,1917,506,3235,0.09,238,84,296,97,3235
2625,car,0.91,83,1214,318,1550,553,B,0.11,158,195,252,218,B
2625,car,0.91,83,1214,318,1550,553,M965KBR,0.24,158,195,252,218,M965KBR
2625,car,0.87,90,1558,320,1906,502,3315,0.08,224,81,281,95,3315
2626,car,0.90,83,1216,317,1568,559,4,0.60,169,201,265,227,4
2626,car,0.90,83,1216,317,1568,559,D965KBPI,0.24,169,201,265,227,D965KBPI
2626,car,0.89,90,1554,321,1893,499,3251,0.43,214,79,269,93,3251
2627,car,0.89,83,1219,317,1587,568,01965KBB,0.29,179,209,280,237,01965KBB
2627,car,0.88,90,1553,321,1875,496,77,0.17,201,77,256,91,77
2628,car,0.88,83,1224,316,1604,575,01965KBPJ,0.14,191,217,293,246,01965KBPJ
2629,car,0.89,83,1226,317,1626,585,0N1965KBPI,0.30,201,226,311,255,0N1965KBPI
2629,car,0.86,90,1548,319,1846,489,F3F,0.07,179,76,233,88,F3F
2630,car,0.90,83,1229,318,1649,596,279615KBR,0.08,220,234,331,262,279615KBR
2630,car,0.82,90,1552,319,1828,486,1325,0.49,163,74,214,87,1325
2631,car,0.90,83,1232,319,1675,606,E0965KBR,0.34,233,242,351,271,E0965KBR
2631,car,0.84,90,1555,317,1815,482,XUJIT,0.05,149,77,198,87,XUJIT
2632,car,0.91,83,1237,319,1702,615,4965KBRI,0.23,254,254,373,283,4965KBRI
2632,car,0.85,90,1560,317,1797,478,0677,0.09,149,75,182,85,0677
2633,car,0.91,83,1241,318,1729,624,Q965KBR,0.62,271,266,398,297,Q965KBR
2633,car,0.91,83,1241,318,1729,624,4322155,0.06,438,70,488,84,4322155
2634,car,0.90,83,1246,320,1764,635,0965R8R1,0.23,297,276,428,308,0965R8R1
2634,car,0.90,83,1246,320,1764,635,5231,0.07,423,67,473,79,5231
2635,car,0.92,83,1253,321,1800,650,1965KER,0.29,320,289,457,323,1965KER
2635,car,0.92,83,1253,321,1800,650,4J,0.06,422,67,455,77,4J
2636,car,0.93,83,1260,323,1842,666,D95S7KBRI,0.06,348,303,491,338,D95S7KBRI
2637,car,0.92,83,1266,321,1889,683,D955KB3,0.23,379,322,529,359,D955KB3
2638,car,0.90,83,1274,320,1915,703,01965859,0.09,419,341,572,378,01965859
2640,car,0.91,83,1295,318,1920,744,48587,0.08,502,388,625,426,48587
2650,car,0.92,83,1494,343,1920,909,371,0.07,53,29,91,38,371
2657,car,0.90,92,1421,320,1586,428,40,0.43,99,47,124,54,40
2685,car,0.89,93,1593,323,1919,503,E5,0.25,244,77,297,94,E5
2696,car,0.85,93,1518,322,1781,471,F4RS,0.05,157,61,217,80,F4RS
2697,car,0.82,93,1512,323,1772,468,04,0.05,166,59,211,77,04
